unique_video_name,original prompts,model,prompt length,naturalness_score,text_similarity,BLIP_SIM,inception score,MOS Alignment,MOS Perception,Average Mos,,,,,,,,
A_person_hugging_a_loved_one.t2vzero.mp4,A person hugging a loved one,ModelZero,Short,0.8814678,0.64232085,0.516151047,19.0849012,7.688333333,7.415,7.551666667,,,,,,,,
,,,,,,,,,,,,,,,,,,
"In_the_dusty_desert,_a_group_of_explorers_trudged_through_the_scorching_heat,_their_faces_shielded_from_the_relentless_sun_by_wide-brimmed_hats.t2vzero.mp4","In the dusty desert, a group of explorers trudged through the scorching heat, their faces shielded from the relentless sun by wide-brimmed hats",ModelZero,Long,0.5065311,0.636225231,0.656780148,18.6425055,7.824791667,7.79125,7.808020834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_group_of_musicians_performing_a_lively_concert.aphantasia.mp4,A group of musicians performing a lively concert,Aphantasia,Short,0.33945578,0.639838299,0.592048111,20.92881234,6.462708333,5.3725,5.917604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_football_match.aphantasia.mp4,A football match,Aphantasia,Short,0.7284112,0.41533544,0.355598297,589.451208,4.285208333,3.4975,3.891354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_abandoned_carousel_came_to_life_at_midnight_its_painted_horses_galloping_into_the_night.t2vsynthesis.mp4,The abandoned carousel came to life at midnight its painted horses galloping into the night,T2VSynthesis,Long,0.88586175,0.63693731,0.516124153,404.2173896,6.057708333,6.05125,6.054479167,,,,,,,,
,,,,,,,,,,,,,,,,,,
"In_a_world_ruled_by_vampires,_a_group_of_rebels_fights_for_the_freedom_of_humanity.videofusion.mp4","In a world ruled by vampires, a group of rebels fights for the freedom of humanity",Video_Fusion,Long,0.105510235,0.38644853,0.265776745,11.06006156,0.472708333,0.914166667,0.6934375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_child_blowing_bubbles_in_the_park.t2vsynthesis.mp4,A child blowing bubbles in the park,T2VSynthesis,Short,0.4342386,0.530083187,0.3917998,45.37131506,5.911875,4.79625,5.3540625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_of_elephants_walking_together_across_the_african_savannah.t2vsynthesis.mp4,A family of elephants walking together across the african savannah,T2VSynthesis,Short,0.9066732,0.757095626,0.758887164,237.2707887,6.612291667,5.587916667,6.100104167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_person_hugging_a_loved_one._tuneavideo.gif,A person hugging a loved one,Tune-a-Video,Short,0.28036433,0.567094362,0.534951806,5.349970487,6.851458333,6.1225,6.486979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_superhero_cat_with_the_power_to_grant_wishes.t2vsynthesis.mp4,A superhero cat with the power to grant wishes,T2VSynthesis,Short,0.8961385,0.654571244,0.700564893,65.96272379,6.045208333,5.61625,5.830729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_snowflakes_danced_in_a_delicate_ballet_painting_the_landscape_in_a_blanket_of_white._tuneavideo.gif,The snowflakes danced in a delicate ballet painting the landscape in a blanket of white,Tune-a-Video,Long,0.47678966,0.46406866,0.439831823,5.529887648,3.394375,3.065,3.2296875,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_beautiful_Cinderella_with_golden_curls_and_in_a_white_dress_loses_her_shoe_on_the_steps_of_a_wonderful_castle.aphantasia.mp4,A beautiful Cinderella with golden curls and in a white dress loses her shoe on the steps of a wonderful castle,Aphantasia,Long,0.3273219,0.566892645,0.4355019,31.47707849,5.057708333,3.900416667,4.4790625,,,,,,,,
,,,,,,,,,,,,,,,,,,
Living_soap_and_toothbrush_dancing_tango_on_the_bathroom_sink._t2vzero.mp4,Living soap and toothbrush dancing tango on the bathroom sink,ModelZero,Short,0.93496186,0.633217574,0.575837708,223.777271,3.510208333,4.970416667,4.2403125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_gold_skull_emerges_from_an_open_cracked_marble_head._tuneavideo.gif,A gold skull emerges from an open cracked marble head,Tune-a-Video,Short,0.9517752,0.737417736,0.577918947,230.7420472,4.278958333,5.882916667,5.0809375,,,,,,,,
,,,,,,,,,,,,,,,,,,
Man_hating_his_printer.aphantasia.mp4,Man hating his printer,Aphantasia,Short,0.4882028,0.545408176,0.333584518,76.5378081,2.700208333,2.532083333,2.616145833,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_full-body_portrait_showcases_a_half-fox_woman_with_fox_ears.videofusion.mp4,A full-body portrait showcases a half-fox woman with fox ears,Video_Fusion,Short,0.76623565,0.672716569,0.60357132,6.273516347,6.169375,5.326666667,5.748020834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_floating_castle_in_the_sky_with_slides_instead_of_stairs.videofusion.mp4,A floating castle in the sky with slides instead of stairs,Video_Fusion,Average,0.6103918,0.520353166,0.44960591,34.18458935,1.444791667,1.970416667,1.707604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_serene_Japanese_garden_with_a_picturesque_bridge_over_a_tranquil_pond_filled_with_koi_fish.t2vzero.mp4,A serene Japanese garden with a picturesque bridge over a tranquil pond filled with koi fish,ModelZero,Long,0.28895086,0.84676549,0.756279707,29.49413065,6.535208333,6.831666667,6.6834375,,,,,,,,
,,,,,,,,,,,,,,,,,,
Very_cheerful_mustachioed_man_in_glasses_and_a_hat_smiles_and_waves._tuneavideo.gif,Very cheerful mustachioed man in glasses and a hat smiles and waves,Tune-a-Video,Average,0.84330785,0.691406753,0.643900752,153.4011418,7.185416667,6.35875,6.772083334,,,,,,,,
,,,,,,,,,,,,,,,,,,
People_are_hustling_around_on_a_set_for_an_action_movie_with_a_lot_of_scenery.t2vzero.mp4,People are hustling around on a set for an action movie with a lot of scenery,ModelZero,Long,0.8411372,0.655947768,0.228135777,12.02729311,6.099375,6.576666667,6.338020834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_close-up_of_a_chameleon_changing_colors_to_blend_with_its_surroundings.aphantasia.mp4,A close-up of a chameleon changing colors to blend with its surroundings,Aphantasia,Average,0.5380144,0.618489613,0.641723785,59.65780732,4.078541667,3.768333333,3.9234375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_black_stallion_races_alongside_the_oceans_edge.aphantasia.mp4,A black stallion races alongside the oceans edge,Aphantasia,Short,0.42211848,0.406483486,0.549639435,9.408855703,4.828541667,4.143333333,4.4859375,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_symphony_of_chirping_birds_and_buzzing_insects_animates_a_dense_forest.t2vzero.mp4,The symphony of chirping birds and buzzing insects animates a dense forest,ModelZero,Average,0.8496243,0.724056624,0.811664391,17.31203552,6.764375,6.956666667,6.860520834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_statue_of_a_man_coming_to_life_with_a_heroic_pose.t2vzero.mp4,A statue of a man coming to life with a heroic pose,ModelZero,Average,0.46682024,0.79355312,0.564757156,56.7163529,7.222708333,7.205833333,7.214270833,,,,,,,,
,,,,,,,,,,,,,,,,,,
"A_commuter_rushes_onto_the_crowded_train,_narrowly_making_it_before_the_doors_close.videofusion.mp4","A commuter rushes onto the crowded train, narrowly making it before the doors close",Video_Fusion,Long,0.40681016,0.56000283,0.396075885,10.59527593,3.943958333,4.845416667,4.3946875,,,,,,,,
,,,,,,,,,,,,,,,,,,
Children_playing_a_game_of_soccer_in_a_neighborhood.videofusion.mp4,Children playing a game of soccer in a neighborhood,Video_Fusion,Short,0.76607525,0.747038101,0.836784681,186.1730946,7.139375,6.8725,7.0059375,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_man_at_a_royal_banquet_confidently_wears_an_asymmetrical_gown.t2vsynthesis.mp4,A man at a royal banquet confidently wears an asymmetrical gown,T2VSynthesis,Average,0.79902315,0.674896749,0.612919998,49.42405042,5.597708333,5.448333333,5.523020833,,,,,,,,
,,,,,,,,,,,,,,,,,,
Living_soap_and_toothbrush_dancing_tango_on_the_bathroom_sink.aphantasia.mp4,Living soap and toothbrush dancing tango on the bathroom sink,Aphantasia,Short,0.33215165,0.417114719,0.396688652,20.11926765,2.703541667,2.199583333,2.4515625,,,,,,,,
,,,,,,,,,,,,,,,,,,
Sunkissed_strawberries_oozing_their_juices_as_theyre_sliced_for_a_delicious_dessert.t2vsynthesis.mp4,Sunkissed strawberries oozing their juices as theyre sliced for a delicious dessert,T2VSynthesis,Average,0.77822596,0.497982407,0.679040146,46.90083163,5.010625,4.830833333,4.920729167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_cyborg_jellyfish_gracefully_swims_in_the_depths_of_a_vast_ocean_trailing_glowing_lights._tuneavideo.gif,A cyborg jellyfish gracefully swims in the depths of a vast ocean trailing glowing lights,Tune-a-Video,Long,0.3390904,0.561453839,0.472436905,4.459782646,4.161875,3.893333333,4.027604167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_fullbody_portrait_showcases_a_halffox_woman_with_fox_ears._tuneavideo.gif,A fullbody portrait showcases a halffox woman with fox ears,Tune-a-Video,Short,0.9254136,0.741367057,0.730878115,4.168477417,5.774375,5.349166667,5.561770834,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Counting_down_in_Times_Square,_excitement_fills_the_air.videofusion.mp4","Counting down in Times Square, excitement fills the air",Video_Fusion,Short,0.69380426,0.476246563,0.588142268,754.8636401,6.349375,6.457916667,6.403645834,,,,,,,,
,,,,,,,,,,,,,,,,,,
Raise_beer_steins_and_toast_with_joy_at_Bavarias_Oktoberfest.aphantasia.mp4,Raise beer steins and toast with joy at Bavarias Oktoberfest,Aphantasia,Short,0.4058956,0.472961928,0.470404854,21.51124657,3.745208333,3.087916667,3.4165625,,,,,,,,
,,,,,,,,,,,,,,,,,,
In_front_of_the_Eiffel_Tower_the_artist_painted_a_vibrant_cityscape.aphantasia.mp4,In front of the Eiffel Tower the artist painted a vibrant cityscape,Aphantasia,Average,0.23110032,0.675951153,0.694962616,16.6014867,3.870208333,3.10875,3.489479167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Skaters_effortlessly_gliding_through_the_skate_park.aphantasia.mp4,Skaters effortlessly gliding through the skate park,Aphantasia,Short,0.47740424,0.420438629,0.554806709,77.46437571,3.724375,3.226666667,3.475520834,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_family_of_elephants_bathing_and_playfully_splashing_water_in_a_serene_river.videofusion.mp4,A family of elephants bathing and playfully splashing water in a serene river,Video_Fusion,Long,0.7790055,0.733888451,0.7649683,289.3264659,7.795208333,7.48875,7.641979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
People_are_hustling_around_on_a_set_for_an_action_movie_with_a_lot_of_scenery._tuneavideo.gif,People are hustling around on a set for an action movie with a lot of scenery,Tune-a-Video,Long,0.82600665,0.476865615,0.308375567,10.34339215,5.245208333,5.655833333,5.450520833,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_person_giving_a_heartfelt_speech_to_a_captivated_audience.t2vzero.mp4,A person giving a heartfelt speech to a captivated audience,ModelZero,Short,0.8070487,0.594780665,0.259376836,25.47925901,3.370208333,3.8725,3.621354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
Beautiful_girl_with_red_hair_brushes_her_hair_and_looks_in_the_mirror.videofusion.mp4,Beautiful girl with red hair brushes her hair and looks in the mirror,Video_Fusion,Long,0.7733973,0.662174373,0.772022438,27.15269362,6.434791667,6.4475,6.441145834,,,,,,,,
,,,,,,,,,,,,,,,,,,
The_snowflakes_danced_in_a_delicate_ballet_painting_the_landscape_in_a_blanket_of_white.aphantasia.mp4,The snowflakes danced in a delicate ballet painting the landscape in a blanket of white,Aphantasia,Long,0.51150954,0.771675507,0.708279877,131.6450081,4.122291667,3.101666667,3.611979167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_child_blowing_bubbles_and_watching_them_float_gracefully_in_the_air._tuneavideo.gif,A child blowing bubbles and watching them float gracefully in the air,Tune-a-Video,Average,0.7321242,0.722222005,0.60626781,233.0266712,5.903958333,5.414166667,5.6590625,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_snow_leopard_camouflaged_among_the_snowy_peaks_of_the_Himalayas.t2vzero.mp4,A snow leopard camouflaged among the snowy peaks of the Himalayas,ModelZero,Average,0.90031767,0.787728005,0.890587234,113.9282073,6.477083333,6.904166667,6.690625,,,,,,,,
,,,,,,,,,,,,,,,,,,
Waves_crashing_against_the_rocky_shore._tuneavideo.gif,Waves crashing against the rocky shore,Tune-a-Video,Short,0.6457,0.496814563,0.800270796,25.77095489,6.869791667,6.885833333,6.8778125,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_child_blowing_bubbles_in_the_park.t2vzero.mp4,A child blowing bubbles in the park,ModelZero,Short,0.9504406,0.687061071,0.646465588,327.1297646,6.307708333,6.414166667,6.3609375,,,,,,,,
,,,,,,,,,,,,,,,,,,
"As_the_first_snowflakes_began_to_fall,_children_bundled_up_in_warm_coats_and_scarves,_eagerly_building_snowmen_in_the_freshly_powdered_park.t2vzero.mp4","As the first snowflakes began to fall, children bundled up in warm coats and scarves, eagerly building snowmen in the freshly powdered park",ModelZero,Long,0.7875614,0.409735382,0.583159637,22.27226116,7.351458333,7.80125,7.576354167,,,,,,,,
,,,,,,,,,,,,,,,,,,
A_football_match.t2vsynthesis.mp4,A football match,T2VSynthesis,Short,0.43069625,0.386692939,0.513474655,15.85931393,7.826875,7.21875,7.5228125,,,,,,,,
,,,,,,,,,,,,,,,,,,
Beautiful_girl_with_red_hair_brushes_her_hair_and_looks_in_the_mirror._t2vzero.mp4,Beautiful girl with red hair brushes her hair and looks in the mirror,ModelZero,Long,0.9708948,0.578012483,0.480525017,71.07881519,5.161875,6.35875,5.7603125,,,,,,,,
,,,,,,,,,,,,,,,,,,
